ImageId,ClassId,x_min,y_min,x_max,y_max,split
04055fd3e.jpg,5,683,0,1470,255,val
0405e7c54.jpg,2,39,8,67,255,train
04072b39a.jpg,3,1068,0,1212,255,train
041187764.jpg,5,0,6,359,226,train
041a93b6d.jpg,5,550,68,1335,161,train
04246167f.jpg,3,1174,7,1356,255,train
0429258ad.jpg,1,1380,55,1399,162,train
044700866.jpg,5,555,0,1470,227,train
044700866.jpg,4,0,99,90,179,train
04594d04e.jpg,5,663,0,1421,249,train
046282f58.jpg,3,46,182,112,255,train
046c35525.jpg,1,1466,0,1491,255,train
047fa15d0.jpg,3,680,0,833,255,train
048d14d3f.jpg,3,798,0,1008,255,train
0498abd18.jpg,5,1,2,1597,255,train
049bad998.jpg,5,84,1,865,255,train
04a06d744.jpg,5,585,0,1130,255,train
04a4777e9.jpg,5,605,0,1187,255,train
04a5009fa.jpg,3,582,0,820,254,train
04ae7853c.jpg,3,1153,0,1356,255,train
04c3aade7.jpg,4,342,4,800,217,train
04d49c95d.jpg,5,687,2,1008,255,val
04e23e414.jpg,1,253,0,658,255,train
04fa19d59.jpg,4,199,1,543,255,val
05184e71b.jpg,5,429,0,1126,255,train
0518e79e9.jpg,3,603,0,713,107,train
051f0d825.jpg,5,75,40,1341,255,train
0526d780c.jpg,5,687,0,1000,255,train
052838084.jpg,5,64,0,1261,67,train
052ac9a54.jpg,3,839,0,1037,255,train
052cc2a0f.jpg,4,328,92,933,255,train
0534f1b45.jpg,5,242,0,1367,255,val
05396b495.jpg,5,17,0,850,255,train
053e9a29c.jpg,3,1483,76,1594,224,train
054190eb2.jpg,5,837,103,1598,255,val
056e34021.jpg,1,151,0,1345,255,train
05747b10b.jpg,2,943,65,960,242,train
0576d3847.jpg,3,392,0,623,255,train
057b89dd5.jpg,3,389,0,623,130,train
0582ac66c.jpg,4,0,0,1257,255,train
058a1e3b8.jpg,3,1299,0,1344,255,train
059000a4f.jpg,1,1367,140,1399,172,train
059327fe3.jpg,3,63,19,125,255,train
05a024a74.jpg,5,499,0,1363,252,val
05d6bccf8.jpg,5,115,0,742,255,train
05f5e7366.jpg,3,1332,138,1479,186,train
0602f0520.jpg,5,625,0,1122,255,train
0603c2340.jpg,6,1322,70,1351,202,train
0606395c5.jpg,5,403,115,1503,255,val
060964105.jpg,2,487,2,506,164,train
060c3159e.jpg,2,920,90,948,255,train
062167783.jpg,5,66,0,1149,255,train
063571c5c.jpg,3,941,0,998,255,train
063fa1630.jpg,4,262,1,1235,255,train
0645d69f9.jpg,3,1119,45,1185,117,train
066ecd182.jpg,3,1123,0,1599,119,val
06713b712.jpg,5,91,147,1599,255,val
068587112.jpg,5,133,0,1035,254,train
068c6c4a9.jpg,2,1483,24,1515,180,train
0696cfa05.jpg,5,1,0,1294,255,train
06a01c775.jpg,1,210,15,1203,190,train
06ad83bac.jpg,5,0,0,1599,255,train
06ae96c30.jpg,5,124,0,1019,255,train
06aed81ba.jpg,3,186,0,280,255,train
06b384e78.jpg,3,1097,0,1151,255,train
06b49e34f.jpg,3,705,2,722,135,train
06d0fbb0c.jpg,5,381,22,667,255,val
06d3a99cb.jpg,5,393,0,1539,255,val
06e55cb16.jpg,3,937,171,975,211,train
06e6582af.jpg,5,0,41,1235,255,train
06e6e7a8c.jpg,4,439,0,785,255,train
06e7b157a.jpg,3,1249,0,1460,255,val
06eb2151d.jpg,3,1271,71,1321,138,train
06f4583b1.jpg,3,1093,0,1155,177,train
06f52f4dd.jpg,5,195,0,1342,253,train
06fb3a6e5.jpg,3,1130,61,1336,255,train
0712fbd90.jpg,3,1178,1,1195,255,val
0728b2ac9.jpg,6,1362,1,1446,231,train
0739e9688.jpg,5,1,75,1594,144,val
07732248e.jpg,5,29,0,955,254,train
07732248e.jpg,4,540,0,645,255,train
077f0256d.jpg,1,1541,0,1586,24,val
079054aa2.jpg,3,1299,41,1345,148,train
07a5651ce.jpg,5,0,0,1444,255,train
07ac7620c.jpg,1,742,18,786,84,train
07b1a9644.jpg,3,606,37,633,230,val
07b627cb9.jpg,3,233,2,295,255,train
07ba16aba.jpg,5,916,0,1249,236,train
07ba66beb.jpg,6,116,0,615,238,train
07c3d6d77.jpg,2,924,0,959,215,train
07c8ba1d5.jpg,5,88,0,1268,255,train
07c8ba1d5.jpg,4,832,129,923,231,train
07c8c77a3.jpg,3,1057,26,1067,255,train
07c917711.jpg,3,819,0,1128,191,train
07cb6d544.jpg,3,1011,34,1059,78,train
07cbfd1f8.jpg,5,893,0,1497,255,train
07cbfd1f8.jpg,4,36,0,410,255,train
07cd0a3e9.jpg,5,1,0,1171,255,train
0803acf1f.jpg,3,1180,129,1328,255,val
0808a098b.jpg,3,1168,0,1212,254,train
080d6f77f.jpg,5,196,0,1471,255,val
0817e2da4.jpg,3,1061,0,1225,255,val
08193cfc8.jpg,2,1454,1,1491,228,train
0829af407.jpg,6,1418,44,1446,117,train
0832de752.jpg,6,5,2,1510,255,train
0841074c1.jpg,3,794,0,991,255,train
0842fa725.jpg,2,843,190,855,255,train
0849ea9f1.jpg,5,90,50,1583,208,train
084e8ba74.jpg,5,1,0,528,255,train
0858830b6.jpg,5,411,0,1251,255,train
085a9eea6.jpg,5,69,0,523,255,val
085bcd104.jpg,3,58,3,156,255,train
08605c0eb.jpg,5,0,173,1595,255,train
08808b1a2.jpg,6,386,29,599,216,train
08852b69d.jpg,3,363,0,516,236,train
0888e6a84.jpg,3,142,90,153,212,train
0888e6a84.jpg,4,971,85,1103,188,train
088a6bb94.jpg,5,663,1,965,255,train
088aee82e.jpg,5,0,54,1599,178,train
08a1a079b.jpg,1,171,10,722,247,val
08a1a079b.jpg,3,1,68,447,186,val
08a8ed239.jpg,6,766,164,790,255,val
08b10468d.jpg,4,617,166,1356,255,train
08b40a161.jpg,3,598,0,711,173,train
08b40a161.jpg,4,696,106,1598,255,train
08b539d11.jpg,5,0,1,1336,255,train
08c2fc120.jpg,3,1219,123,1387,255,val
08d5bd03d.jpg,3,1326,32,1355,221,train
08d80d51a.jpg,5,267,0,1510,255,train
08de8621d.jpg,5,122,0,986,255,train
08de8df60.jpg,1,75,4,359,255,train
08de8df60.jpg,5,638,6,1279,204,train
08e3aadde.jpg,5,316,0,817,255,train
08f0b26ac.jpg,3,449,1,474,255,val
08f5c0997.jpg,5,201,0,1340,255,val
08f9c685f.jpg,1,721,62,742,211,train
08f9c685f.jpg,3,842,228,899,246,train
0905fe055.jpg,1,1395,98,1419,229,val
090a6a4b5.jpg,5,733,0,1355,239,val
09140dda7.jpg,5,1127,0,1561,255,train
091d21109.jpg,5,563,0,1441,255,val
092145f0c.jpg,5,65,0,1468,255,train
092614afe.jpg,4,128,6,346,249,train
0929b3d8f.jpg,5,679,1,1268,254,train
092f8d365.jpg,3,795,18,911,255,train
09323504a.jpg,3,238,106,332,161,train
0934b8bff.jpg,1,300,60,326,253,val
093ec1c68.jpg,3,1003,0,1458,83,val
094fd70ea.jpg,5,490,0,1286,255,train
09552b326.jpg,5,0,0,1331,253,train
096465b41.jpg,5,0,139,1463,187,train
0970201e2.jpg,5,1001,122,1523,255,train
09757b84e.jpg,3,1066,0,1193,255,val
097e28492.jpg,3,1039,208,1071,255,train
097eaf94c.jpg,3,1364,0,1534,130,val
097eaf94c.jpg,4,536,0,1164,255,val
0984c380f.jpg,3,82,0,243,255,val
0986996f0.jpg,3,613,96,824,174,train
0988e13e7.jpg,3,1483,0,1526,76,train
0999e53af.jpg,1,1323,39,1375,199,train
099e4e39a.jpg,3,80,0,238,255,val
09b26a624.jpg,5,77,1,863,255,train
09b428fe0.jpg,6,261,2,1522,143,val
09c967630.jpg,3,1106,2,1161,245,train
09d4ee8a5.jpg,3,292,2,337,255,train
09d70d8f0.jpg,5,110,0,440,254,val
09d7dba1b.jpg,3,807,0,1000,255,train
09d84ff22.jpg,3,186,18,370,95,val
09d87038e.jpg,5,41,0,860,253,train
09e06e897.jpg,3,657,0,822,255,train
09e15218c.jpg,5,68,52,1366,255,train
09e75817a.jpg,3,41,173,608,255,val
09e9c96fd.jpg,5,20,87,922,209,train
09ee01161.jpg,3,318,0,438,255,val
09f1605ee.jpg,4,752,36,1067,252,train
0a21ce787.jpg,3,194,197,252,244,train
0a26aceb2.jpg,5,75,58,1384,255,train
0a37f0a29.jpg,3,386,157,755,255,train
0a405b396.jpg,5,151,0,1440,255,train
0a4ad45a5.jpg,1,447,53,1088,255,train
0a5cff3a7.jpg,3,1059,4,1113,224,train
0a8306bfe.jpg,3,1433,76,1595,238,train
0a8cb8ddf.jpg,1,286,0,1409,254,train
0a9a7a6c7.jpg,3,930,0,1238,196,train
0a9aaba9a.jpg,3,367,0,525,255,train
0aa4399a4.jpg,3,914,145,951,253,train
0aa7955fd.jpg,3,1336,31,1401,164,train
0aafd7471.jpg,1,1466,119,1486,254,val
0abfbfc69.jpg,5,0,0,1597,255,train
0ac9936af.jpg,3,1324,84,1375,252,train
0aceecf0a.jpg,5,0,99,1590,255,train
0adc17f1d.jpg,4,2,0,1577,255,train
0ae4f8a60.jpg,5,65,121,1261,255,train
0af6b34a8.jpg,3,1094,0,1106,255,train
0b1235e38.jpg,5,153,20,1560,255,train
0b1993a49.jpg,5,91,0,1170,255,train
0b1a4d585.jpg,1,1449,0,1465,255,train
0b1e5a7a5.jpg,2,97,0,112,255,train
0b475b419.jpg,3,1191,0,1341,222,val
0b4a68676.jpg,3,1256,0,1599,52,val
0b4c8e681.jpg,2,1509,32,1545,254,train
0b5018316.jpg,2,532,0,554,135,train
0b5051d9f.jpg,3,1074,0,1295,212,train
0b56da4ff.jpg,4,1241,109,1318,173,train
0b5c97e4c.jpg,3,1419,2,1456,255,val
0b6cc9daa.jpg,5,158,0,1191,255,val
0b76bcd3a.jpg,5,1109,1,1429,255,train
0b77d4ddf.jpg,5,6,0,1264,143,train
0b7a4c9b9.jpg,5,525,0,1095,255,train
0b8575001.jpg,3,1035,0,1132,255,train
0b8775632.jpg,5,99,0,1451,255,train
0bb304645.jpg,6,342,1,1456,255,val
0bb37f2aa.jpg,3,1178,125,1329,255,train
0bb39cafa.jpg,3,1095,0,1171,255,train
0bbd121d7.jpg,5,151,0,1077,255,train
0bc0d715e.jpg,3,494,0,516,248,train
0bc373e44.jpg,1,135,0,326,182,val
0bc373e44.jpg,3,0,150,70,255,val
0bc3f8ce8.jpg,3,933,1,963,255,train
0bc8070d5.jpg,3,1463,151,1490,255,train
0bd6da716.jpg,1,1398,132,1419,187,train
0bda9a0eb.jpg,3,203,137,1012,213,train
0be9bad7b.jpg,3,1194,1,1215,255,train
0be9bad7b.jpg,4,3,174,1595,255,train
0bee4edeb.jpg,5,48,1,939,255,train
0bfce2f41.jpg,3,45,1,86,255,val
0bfcf7a71.jpg,5,255,1,1021,255,train
0c21c4b46.jpg,3,1081,30,1092,245,train
0c2522533.jpg,3,500,0,605,255,val
0c495b1c8.jpg,3,1170,3,1215,252,val
0c59df320.jpg,1,883,0,905,255,train
0c5c5644b.jpg,5,685,0,1005,255,val
0c6720401.jpg,2,1458,1,1478,255,val
0c888ecb5.jpg,3,321,0,381,214,val
0c888ecb5.jpg,4,1259,20,1560,255,val
0c9ae816d.jpg,3,1050,0,1183,255,val
0ca915b9f.jpg,3,735,150,908,229,val
0caf53aba.jpg,3,1162,0,1242,255,train
0cb3064bd.jpg,5,330,0,1103,255,train
0cb590f8e.jpg,1,1373,117,1391,133,train
0cb590f8e.jpg,2,1357,0,1372,73,train
0cd22bad5.jpg,5,423,0,801,255,train
0ce18d9e2.jpg,3,507,122,906,217,train
0ce3a145f.jpg,5,314,33,1510,255,train
0ce5ead68.jpg,5,838,0,1107,255,val
0ce6ef153.jpg,3,1,59,520,144,val
0cefc1f4f.jpg,5,661,0,1597,255,val
0cf509103.jpg,6,1539,22,1590,67,train
0cfcad1f5.jpg,3,1056,3,1066,55,train
0d0ee7a51.jpg,5,1155,3,1505,255,train
0d13c2a23.jpg,1,489,17,522,171,train
0d17b6b4f.jpg,3,1288,42,1340,129,train
0d224e852.jpg,5,461,0,1537,255,train
0d22c1559.jpg,5,648,22,926,255,train
0d2a4e766.jpg,3,1107,2,1326,255,train
0d365d98c.jpg,5,274,0,1095,151,train
0d3d0dbf2.jpg,5,416,0,1596,255,train
0d3edfec6.jpg,5,60,0,1572,255,train
0d4866e3c.jpg,2,535,61,551,255,val
0d4eae8de.jpg,4,269,4,1165,248,val
0d51538b9.jpg,4,3,23,247,250,train
0d617d477.jpg,5,428,0,1517,255,val
0d661ca68.jpg,3,1090,0,1338,255,train
0d78ac743.jpg,4,206,0,982,76,val
0d7e52a91.jpg,5,282,0,1190,255,train
0d99ab39c.jpg,5,492,0,1184,255,train
0d9d2aa59.jpg,3,192,3,218,255,val
0da0d2c17.jpg,3,967,0,1128,254,train
0da1c044f.jpg,3,1081,0,1273,255,train
0db448eb7.jpg,5,960,2,1251,253,train
0db535c8c.jpg,3,1215,0,1418,233,train
0db7ec4f0.jpg,3,1201,0,1345,116,train
0dc953a31.jpg,3,1217,0,1308,187,train
0dd76b019.jpg,3,844,1,868,255,train
0dd8c9f61.jpg,3,1198,8,1352,251,train
0ddbc9fb5.jpg,4,9,5,1105,255,train
0e01b820c.jpg,4,225,0,681,231,train
0e0377ffa.jpg,3,674,5,693,207,train
0e0d5004d.jpg,5,873,0,1176,255,train
0e0f06208.jpg,5,140,0,1179,255,train
0e106d482.jpg,2,789,63,810,226,train
0e1925eb6.jpg,3,244,0,327,255,train
0e232ce72.jpg,4,400,2,622,70,train
0e5981679.jpg,3,675,0,836,255,val
0e5e3f570.jpg,5,94,52,1553,254,train
0e62d06d5.jpg,5,0,0,434,255,val
0e650e720.jpg,4,1061,2,1583,222,train
0e71cd651.jpg,3,213,3,264,253,train
0e71cd651.jpg,4,790,22,1165,255,train
0e7a45695.jpg,1,725,48,747,108,val
0e7f04eb4.jpg,3,1501,2,1523,227,train
0e86dea5b.jpg,1,518,1,548,217,val
0e9356159.jpg,1,1308,97,1334,150,train
0ea00bf92.jpg,2,822,47,842,235,val
0ea151b2f.jpg,5,9,0,1387,59,val
0eae06feb.jpg,5,116,0,1405,200,train
0eb09950a.jpg,5,89,1,438,255,train
0ebb34d89.jpg,5,0,0,961,255,train
0ebdc1277.jpg,2,858,0,891,255,train
0ec130695.jpg,3,1152,0,1168,228,train
0ec47dc45.jpg,5,2,0,877,255,train
0ec69ca92.jpg,5,675,0,1094,255,train
0ecf31314.jpg,3,372,2,457,255,train
0ed6dadbd.jpg,3,822,0,844,255,train
0ee20797b.jpg,3,1315,0,1523,255,train
0ee406ddb.jpg,3,699,3,720,251,train
0ef465b25.jpg,5,0,0,1599,255,val
0f010cc60.jpg,6,181,0,620,254,train
0f010cc60.jpg,3,1247,0,1361,254,train
0f0c71c3e.jpg,5,671,0,1083,255,train
0f1617841.jpg,6,44,0,1478,237,train
0f2f4c90e.jpg,5,90,0,559,255,train
0f4a022fd.jpg,3,1043,0,1203,254,train
0f4bf08bd.jpg,1,342,135,508,229,train
0f65a99d2.jpg,5,1026,0,1439,255,train
0f7b0f4ab.jpg,3,682,0,700,255,val
0f8305adb.jpg,4,128,1,286,183,train
0f9a12222.jpg,1,703,24,747,69,train
0f9f79a88.jpg,1,1,39,918,255,train
0fa3f0dab.jpg,5,836,1,1200,255,train
0fb30b22c.jpg,3,525,0,542,191,train
0fb56c62d.jpg,1,1455,87,1486,215,train
0fc3d194a.jpg,5,109,0,1599,255,val
0fcafcb3b.jpg,3,670,0,890,255,train
0fd171923.jpg,3,1,20,47,255,val
0fd63823c.jpg,6,146,2,1376,196,train
0fe12f041.jpg,5,2,0,1557,255,train
0ff13bf69.jpg,5,482,0,1181,255,train
0ff2850a2.jpg,3,613,0,636,255,train
0ff538004.jpg,3,1122,5,1130,255,train
100cf75d9.jpg,3,791,0,805,255,train
1013a0b6e.jpg,3,754,21,917,83,train
101648543.jpg,2,507,0,518,241,train
101648543.jpg,3,1069,0,1177,255,train
1017c52e8.jpg,1,710,118,738,151,train
101bc8aa5.jpg,5,20,0,1486,255,val
102ac71fd.jpg,3,1091,0,1265,255,train
10378f8ea.jpg,3,1197,0,1242,254,val
104e612c2.jpg,5,682,0,1367,254,train
105f93d9e.jpg,3,1134,3,1149,249,train
106fd7aad.jpg,5,743,39,1474,202,val
1082cfe08.jpg,4,938,1,1075,97,val
1086196e1.jpg,5,68,124,677,255,train
108ea689b.jpg,5,252,0,1597,255,train
10909b4bb.jpg,5,206,0,762,255,train
10972add9.jpg,5,356,0,1473,255,train
10a3cfbce.jpg,3,795,0,820,255,train
10b23eabe.jpg,5,431,0,1000,255,val
10b6f12f1.jpg,5,342,0,903,253,train
10bbf7cb3.jpg,3,1268,68,1349,182,train
10c05e806.jpg,3,775,146,788,229,val
10c190f20.jpg,5,283,67,721,255,train
10d98c2be.jpg,5,0,1,712,255,val
10d9f85be.jpg,1,764,107,800,167,train
10e429bfc.jpg,3,387,0,471,255,val
11192bc94.jpg,5,793,0,1105,255,train
112942aed.jpg,6,1495,168,1507,217,train
112942aed.jpg,2,1475,195,1485,255,train
112b06482.jpg,3,970,0,1007,254,train
112d183e5.jpg,5,16,0,322,255,train
11418b1c5.jpg,1,194,0,1429,190,train
114e89e60.jpg,3,1270,178,1337,255,train
115c02850.jpg,3,1053,0,1163,255,train
1165781f0.jpg,5,196,19,645,255,val
116d673e3.jpg,5,0,0,1588,217,train
117759a83.jpg,3,178,93,204,128,train
117ddaa9f.jpg,5,944,0,1318,251,train
118b71091.jpg,3,1107,2,1114,255,train
1198f83d2.jpg,3,688,1,715,253,train
11aaf18e2.jpg,3,1184,7,1338,226,val
11b37e4d7.jpg,3,1148,5,1368,246,train
11b801a0a.jpg,3,491,8,723,131,train
11bda65f0.jpg,5,526,0,848,255,train
11bf761dc.jpg,5,684,0,960,255,train
11c481d5e.jpg,3,1125,2,1345,255,train
11f34f40d.jpg,5,23,1,1242,255,train
11f788ecf.jpg,6,441,0,496,228,train
11ff6a6f4.jpg,5,29,0,1244,255,train
121d3818a.jpg,5,0,9,1598,255,val
12234aab8.jpg,5,321,3,796,252,train
12274ea9c.jpg,2,862,57,875,229,train
12375dd7a.jpg,3,418,3,460,255,val
1238340e9.jpg,3,877,0,902,254,train
123b0882e.jpg,6,238,59,1500,231,train
124204a30.jpg,3,839,39,1008,96,val
12471d0d5.jpg,6,753,191,771,231,val
1259fbac8.jpg,5,389,0,1308,229,train
12627251e.jpg,5,7,10,1513,215,train
127504e0f.jpg,5,751,2,1106,255,val
127a4a097.jpg,3,22,1,99,255,val
1287339e5.jpg,5,362,1,1261,255,train
1287c7c74.jpg,5,506,15,1598,255,train
128b708e5.jpg,1,1347,37,1411,219,val
1298b6dbb.jpg,5,918,0,1527,255,train
12c0b2b5c.jpg,5,979,75,1599,255,train
12ca2b04b.jpg,3,784,0,998,254,val
12d38a1d4.jpg,5,889,0,1197,254,train
12dd3899c.jpg,3,794,0,988,255,train
12ee58841.jpg,5,372,0,1117,166,train
13067c801.jpg,5,426,0,1121,255,train
1308a608d.jpg,6,1061,0,1416,255,train
130e11be6.jpg,5,266,8,1534,255,train
13169e4cf.jpg,3,1166,119,1315,255,val
132511b8b.jpg,4,16,0,588,231,train
132e8ca58.jpg,5,161,0,776,254,train
1346c8ba2.jpg,3,209,99,965,153,train
135a4b191.jpg,3,1274,181,1422,255,train
135be73db.jpg,5,91,17,1035,255,val
135fe211d.jpg,3,276,8,323,238,train
1379aba8d.jpg,5,1,25,897,255,train
137b5546d.jpg,5,0,3,1539,225,train
1387583da.jpg,5,53,0,694,255,train
1396b6e88.jpg,5,1,55,1597,194,val
139b7e692.jpg,3,1197,106,1309,254,train
139b7e692.jpg,4,366,50,571,236,train
13ab7b13e.jpg,5,36,0,1419,255,train
13b66e5de.jpg,4,731,0,938,247,train
13c1d516a.jpg,5,13,0,1598,255,train
13c27aa5b.jpg,5,643,0,1148,255,val
13c9921d2.jpg,3,1503,48,1543,110,train
13ca110ae.jpg,6,684,38,708,98,val
13fa1d70d.jpg,3,1185,138,1225,255,train
13fa1d70d.jpg,4,61,0,603,255,train
140e212df.jpg,1,1165,176,1216,234,train
140e59cff.jpg,6,1326,0,1357,255,val
140e59cff.jpg,3,1312,1,1332,208,val
141bea747.jpg,4,56,182,142,222,train
141d72a3f.jpg,3,1346,0,1374,255,train
1422b7da0.jpg,4,411,154,627,255,train
1422f2b27.jpg,3,930,1,1162,252,train
1435cd970.jpg,5,813,0,1136,255,val
14457e888.jpg,1,334,3,1419,97,train
144fdd925.jpg,2,1465,19,1490,208,train
1473a83e2.jpg,3,1074,81,1266,248,train
147ca5516.jpg,4,1124,37,1268,210,train
1483bc52d.jpg,3,1244,0,1398,244,train
14a77cc6f.jpg,3,1147,38,1231,255,train
14c9a9062.jpg,3,868,1,908,255,train
14cc1c6b0.jpg,4,1,7,655,245,train
14e4da366.jpg,3,1275,170,1316,255,train
14e90eb54.jpg,5,311,0,686,226,train
14fb9778c.jpg,5,345,4,636,255,train
14ff2a474.jpg,3,269,0,379,255,train
14ff2a474.jpg,4,953,118,1599,255,train
1501f53a2.jpg,5,434,0,1006,255,train
150cadc70.jpg,5,342,0,1172,255,train
1511d97da.jpg,5,690,0,1481,255,train
1513b40a0.jpg,5,38,1,810,255,val
1524a6e4f.jpg,5,633,73,1191,235,train
1535e2127.jpg,3,1201,0,1269,178,train
153b56c43.jpg,5,63,5,1597,224,val
154e7e802.jpg,1,498,93,526,245,train
15547c309.jpg,3,489,2,552,255,train
1561eb657.jpg,2,1478,0,1528,255,val
156a74a49.jpg,2,85,0,98,191,val
1574cc730.jpg,3,1394,10,1460,63,val
15796b4d5.jpg,5,180,0,1551,254,train
157f361ec.jpg,3,1052,1,1188,255,train
159a2fee0.jpg,5,791,0,1370,195,val
159b43d49.jpg,3,1463,201,1475,231,train
15ab03ce5.jpg,3,693,80,970,242,train
15aeb5d52.jpg,3,1125,1,1153,255,train
15b56bf43.jpg,4,641,109,775,175,train
15ce9e5cf.jpg,5,477,0,933,255,val
15d258692.jpg,3,810,32,838,255,val
15d8b6f02.jpg,5,626,0,1120,255,train
15e21dfad.jpg,5,541,0,865,254,train
15e512a0f.jpg,5,1,73,489,255,train
15e8d5e3d.jpg,4,985,2,1535,253,train
15ece0447.jpg,3,895,0,1071,255,val
15f14781f.jpg,3,545,162,704,219,train
15f8fd390.jpg,3,1336,141,1370,244,train
161ca82bf.jpg,5,873,0,1239,255,train
162de780e.jpg,5,0,2,1585,255,val
162f17999.jpg,5,558,1,815,255,train
162fbb1af.jpg,5,488,0,1013,254,train
